decision_date,next_execution_date,incumbent_after,challenger_ticker,selected_action,reason_code,market_state
2026-01-13,2026-01-14,,,watch_only,no_valid_replacement,ordinary_market
2026-01-14,2026-01-15,,,watch_only,no_valid_replacement,ordinary_market
2026-01-15,2026-01-16,,,watch_only,no_valid_replacement,ordinary_market
2026-01-16,2026-01-19,,,watch_only,no_valid_replacement,ordinary_market
2026-01-19,2026-01-20,,,watch_only,no_valid_replacement,ordinary_market
2026-01-20,2026-01-21,,,watch_only,no_valid_replacement,ordinary_market
2026-01-21,2026-01-22,,,watch_only,no_valid_replacement,ordinary_market
2026-01-22,2026-01-23,,,watch_only,no_valid_replacement,ordinary_market
2026-01-23,2026-01-26,,,watch_only,no_valid_replacement,ordinary_market
2026-01-26,2026-01-27,5347,5347,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-01-27,2026-01-28,5347,5347,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-01-28,2026-01-29,5347,5347,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-01-29,2026-01-30,5347,5347,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-01-30,2026-02-02,5347,5347,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-02-02,2026-02-03,3081,3081,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-02-03,2026-02-04,3081,3081,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-02-04,2026-02-05,3081,3715,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-02-05,2026-02-06,3081,2454,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-02-06,2026-02-09,3081,2454,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-02-09,2026-02-10,6223,6223,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-02-10,2026-02-11,6223,4991,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-02-11,2026-02-23,6223,4991,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-02-23,2026-02-24,6223,2308,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-02-24,2026-02-25,6223,2308,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-02-25,2026-02-26,6223,2308,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-02-26,2026-03-02,6223,2308,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-02,2026-03-03,6223,2454,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-03-03,2026-03-04,6223,3711,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-04,2026-03-05,6223,3017,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-05,2026-03-06,6223,2360,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-06,2026-03-09,6223,3017,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-09,2026-03-10,6223,3481,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-10,2026-03-11,6223,3481,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-11,2026-03-12,6223,2327,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-12,2026-03-13,6223,3481,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-13,2026-03-16,6223,6515,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-16,2026-03-17,6223,1785,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-17,2026-03-18,6223,1785,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-03-18,2026-03-19,6223,3037,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-19,2026-03-20,6223,3037,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-20,2026-03-23,6223,3260,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-23,2026-03-24,3260,3260,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-03-24,2026-03-25,3260,1785,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-25,2026-03-26,3260,3715,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-26,2026-03-27,3260,3131,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-27,2026-03-30,3260,3715,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-03-30,2026-03-31,4958,4958,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-03-31,2026-04-01,4958,4958,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-04-01,2026-04-02,4958,4958,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-04-02,2026-04-07,4958,3105,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-07,2026-04-08,3037,3037,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-04-08,2026-04-09,3037,6213,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-09,2026-04-10,3037,3189,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-10,2026-04-13,3037,3037,hold_incumbent,valid_incumbent_no_better_challenger,strong_market
2026-04-13,2026-04-14,3037,3583,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-14,2026-04-15,3037,7610,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-15,2026-04-16,3037,3583,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-16,2026-04-17,3037,3583,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-17,2026-04-20,3037,3529,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-20,2026-04-21,3037,3673,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-21,2026-04-22,3037,3042,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-22,2026-04-23,3037,8021,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-23,2026-04-24,3037,6415,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-04-24,2026-04-27,3037,6415,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-27,2026-04-28,3037,3189,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-28,2026-04-29,3037,3189,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-29,2026-04-30,3037,5274,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-04-30,2026-05-04,3037,3189,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-04,2026-05-05,2308,2308,forced_replacement,invalid_or_weak_incumbent,strong_market
2026-05-05,2026-05-06,2308,2308,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market
2026-05-06,2026-05-07,2308,6274,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-07,2026-05-08,2308,6274,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-08,2026-05-11,2308,6274,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-11,2026-05-12,8210,8210,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-05-12,2026-05-13,8210,6415,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-13,2026-05-14,8210,6415,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-14,2026-05-15,8210,6415,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-15,2026-05-18,8210,6415,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-18,2026-05-19,8210,6531,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-19,2026-05-20,8210,3008,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-20,2026-05-21,8210,6415,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-21,2026-05-22,8210,3008,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-22,2026-05-25,8210,3037,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-25,2026-05-26,8210,3008,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-26,2026-05-27,8210,6182,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-27,2026-05-28,8210,6182,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-05-28,2026-05-29,8210,6182,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-05-29,2026-06-01,8210,6182,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-01,2026-06-02,8210,2356,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-02,2026-06-03,8210,2356,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-03,2026-06-04,8210,2356,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-04,2026-06-05,8210,2356,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-05,2026-06-08,8210,2356,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-08,2026-06-09,8210,3231,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-09,2026-06-10,5289,5289,forced_replacement,invalid_or_weak_incumbent,ordinary_market
2026-06-10,2026-06-11,5289,3008,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-11,2026-06-12,5289,3406,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-12,2026-06-15,5289,3008,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-15,2026-06-16,5289,4958,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-16,2026-06-17,5289,3042,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-17,2026-06-18,5289,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-18,2026-06-22,5289,3008,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-22,2026-06-23,5289,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-23,2026-06-24,5289,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-24,2026-06-25,5289,2303,hold_incumbent,switch_gate_not_all_pass,ordinary_market
2026-06-25,2026-06-26,5289,2303,hold_incumbent,switch_gate_not_all_pass,strong_market
2026-06-26,2026-06-29,5289,2303,hold_incumbent,switch_gate_not_all_pass,strong_market
