layer4_pool_role,layer4_pool_variant,pool_size_target,snapshot_date,selected_count,shortfall_count,is_layer4_primary_pool,reference_only,two_plus_opportunity_share,neutral_medium_high_share,high_exhaustion_or_breakdown_share,avg_traded_value_rank_20d,period,fallback_00631L_is_ordinary_stock_pool_member
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-11-23,31,0,False,True,1.0,1.0,0.03225806451612903,98.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-11-30,31,0,False,True,1.0,1.0,0.12903225806451613,100.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-12-07,31,0,False,True,1.0,1.0,0.03225806451612903,128.6451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-12-14,31,0,False,True,1.0,1.0,0.12903225806451613,114.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-12-21,31,0,False,True,1.0,1.0,0.0967741935483871,108.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2018-12-28,31,0,False,True,1.0,1.0,0.0,122.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-01-04,31,0,False,True,1.0,1.0,0.0,121.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-01-11,31,0,False,True,1.0,1.0,0.0,107.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-01-18,31,0,False,True,1.0,1.0,0.0,116.45161290322581,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-01-25,31,0,False,True,1.0,1.0,0.06451612903225806,104.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-01-30,31,0,False,True,1.0,1.0,0.0,84.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-02-15,31,0,False,True,1.0,1.0,0.0,80.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-02-22,31,0,False,True,1.0,1.0,0.03225806451612903,76.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-02-27,31,0,False,True,1.0,1.0,0.0,77.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-03-08,31,0,False,True,1.0,1.0,0.0,75.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-03-15,31,0,False,True,1.0,1.0,0.0,81.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-03-22,31,0,False,True,1.0,1.0,0.0,77.38709677419355,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-03-29,31,0,False,True,1.0,1.0,0.0,75.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-04-03,31,0,False,True,1.0,1.0,0.0,85.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-04-12,31,0,False,True,1.0,1.0,0.0,92.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-04-19,31,0,False,True,1.0,1.0,0.0,72.25806451612904,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-04-26,31,0,False,True,1.0,1.0,0.0,63.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-05-03,31,0,False,True,1.0,1.0,0.0,90.12903225806451,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-05-10,31,0,False,True,1.0,1.0,0.0,84.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-05-17,31,0,False,True,1.0,1.0,0.0,102.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-05-24,31,0,False,True,1.0,1.0,0.0,100.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-05-31,31,0,False,True,1.0,1.0,0.0,105.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-06-06,31,0,False,True,1.0,1.0,0.0,108.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-06-14,31,0,False,True,1.0,1.0,0.0,111.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-06-21,31,0,False,True,1.0,1.0,0.0,88.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-06-28,31,0,False,True,1.0,1.0,0.0,82.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-07-05,31,0,False,True,1.0,1.0,0.0,82.83870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-07-12,31,0,False,True,1.0,1.0,0.0,87.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-07-19,31,0,False,True,1.0,1.0,0.0,80.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-07-26,31,0,False,True,1.0,1.0,0.0,102.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-08-02,31,0,False,True,1.0,1.0,0.0,101.48387096774194,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-08-08,31,0,False,True,1.0,1.0,0.0,113.93548387096774,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-08-16,31,0,False,True,1.0,1.0,0.0,110.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-08-23,31,0,False,True,1.0,1.0,0.0,109.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-08-30,31,0,False,True,1.0,1.0,0.0,108.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-09-06,31,0,False,True,1.0,1.0,0.0,87.6774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-09-12,31,0,False,True,1.0,1.0,0.0,87.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-09-20,31,0,False,True,1.0,1.0,0.0,86.38709677419355,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-09-27,31,0,False,True,1.0,1.0,0.0,93.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-10-04,31,0,False,True,1.0,1.0,0.0,57.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-10-09,31,0,False,True,1.0,1.0,0.0,71.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-10-18,31,0,False,True,1.0,1.0,0.0,82.45161290322581,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-10-25,31,0,False,True,1.0,1.0,0.0,62.935483870967744,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-11-01,31,0,False,True,1.0,1.0,0.0,59.54838709677419,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-11-08,31,0,False,True,1.0,1.0,0.0,61.12903225806452,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-11-15,31,0,False,True,1.0,1.0,0.0,78.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-11-22,31,0,False,True,1.0,1.0,0.0,77.58064516129032,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-11-29,31,0,False,True,1.0,1.0,0.0,77.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-12-06,31,0,False,True,1.0,1.0,0.0,78.12903225806451,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-12-13,31,0,False,True,1.0,1.0,0.0,87.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-12-20,31,0,False,True,1.0,1.0,0.0,79.93548387096774,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2019-12-27,31,0,False,True,1.0,1.0,0.0,66.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-01-03,31,0,False,True,1.0,1.0,0.0,77.54838709677419,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-01-10,31,0,False,True,1.0,1.0,0.0,80.80645161290323,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-01-17,31,0,False,True,1.0,1.0,0.0,89.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-01-20,31,0,False,True,1.0,1.0,0.0,96.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-01-31,31,0,False,True,1.0,1.0,0.03225806451612903,110.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-02-07,31,0,False,True,1.0,1.0,0.0,89.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-02-14,31,0,False,True,1.0,1.0,0.0,97.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-02-21,31,0,False,True,1.0,1.0,0.03225806451612903,117.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-02-27,31,0,False,True,1.0,1.0,0.0,104.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-03-06,31,0,False,True,1.0,1.0,0.03225806451612903,86.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-03-13,31,0,False,True,1.0,1.0,0.0,104.87096774193549,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-03-20,31,0,False,True,1.0,1.0,0.0,82.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-03-27,31,0,False,True,1.0,1.0,0.0,83.93548387096774,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-04-01,31,0,False,True,1.0,1.0,0.0,100.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-04-10,31,0,False,True,1.0,1.0,0.0,74.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-04-17,31,0,False,True,1.0,1.0,0.0967741935483871,73.80645161290323,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-04-24,31,0,False,True,1.0,1.0,0.12903225806451613,75.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-04-30,31,0,False,True,1.0,1.0,0.12903225806451613,82.58064516129032,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-05-08,31,0,False,True,1.0,1.0,0.03225806451612903,58.70967741935484,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-05-15,31,0,False,True,1.0,1.0,0.0,68.54838709677419,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-05-22,31,0,False,True,1.0,1.0,0.03225806451612903,100.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-05-29,31,0,False,True,1.0,1.0,0.06451612903225806,104.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-06-05,31,0,False,True,1.0,1.0,0.0,92.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-06-12,31,0,False,True,1.0,1.0,0.0,98.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-06-19,31,0,False,True,1.0,1.0,0.03225806451612903,99.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-06-24,31,0,False,True,1.0,1.0,0.0,106.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-07-03,31,0,False,True,1.0,1.0,0.0,93.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-07-10,31,0,False,True,1.0,1.0,0.0,76.19354838709677,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-07-17,31,0,False,True,1.0,1.0,0.0,90.19354838709677,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-07-24,31,0,False,True,1.0,1.0,0.0,80.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-07-31,31,0,False,True,1.0,1.0,0.0,71.3225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-08-07,31,0,False,True,1.0,1.0,0.0,74.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-08-14,31,0,False,True,1.0,1.0,0.0,87.12903225806451,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-08-21,31,0,False,True,1.0,1.0,0.0,78.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-08-28,31,0,False,True,1.0,1.0,0.0,99.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-09-04,31,0,False,True,1.0,1.0,0.03225806451612903,107.74193548387096,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-09-11,31,0,False,True,1.0,1.0,0.03225806451612903,85.6774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-09-18,31,0,False,True,1.0,1.0,0.0,84.25806451612904,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-09-25,31,0,False,True,1.0,1.0,0.0,97.58064516129032,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-09-30,31,0,False,True,1.0,1.0,0.03225806451612903,96.74193548387096,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-10-08,31,0,False,True,1.0,1.0,0.0,67.80645161290323,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-10-16,31,0,False,True,1.0,1.0,0.03225806451612903,85.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-10-23,31,0,False,True,1.0,1.0,0.0,76.93548387096774,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-10-30,31,0,False,True,1.0,1.0,0.0,85.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-11-06,31,0,False,True,1.0,1.0,0.0,90.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-11-13,31,0,False,True,1.0,1.0,0.0,82.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-11-20,31,0,False,True,1.0,1.0,0.0,77.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-11-27,31,0,False,True,1.0,1.0,0.0,75.38709677419355,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-12-04,31,0,False,True,1.0,1.0,0.0,98.45161290322581,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-12-11,31,0,False,True,1.0,1.0,0.0,82.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-12-18,31,0,False,True,1.0,1.0,0.0,79.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-12-25,31,0,False,True,1.0,1.0,0.0,91.83870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2020-12-31,31,0,False,True,1.0,1.0,0.0,89.54838709677419,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-01-08,31,0,False,True,1.0,1.0,0.0,86.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-01-15,31,0,False,True,1.0,1.0,0.0,54.354838709677416,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-01-22,31,0,False,True,1.0,1.0,0.0,84.83870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-01-29,31,0,False,True,1.0,1.0,0.0,86.25806451612904,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-02-05,31,0,False,True,1.0,1.0,0.0,87.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-02-19,31,0,False,True,1.0,1.0,0.0,86.61290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-02-26,31,0,False,True,1.0,1.0,0.0,89.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-03-05,31,0,False,True,1.0,1.0,0.0,110.2258064516129,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-03-12,31,0,False,True,1.0,1.0,0.0,86.74193548387096,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-03-19,31,0,False,True,1.0,1.0,0.0,118.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-03-26,31,0,False,True,1.0,1.0,0.0967741935483871,113.2258064516129,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-04-01,31,0,False,True,1.0,1.0,0.03225806451612903,95.2258064516129,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-04-09,31,0,False,True,1.0,1.0,0.03225806451612903,116.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-04-16,31,0,False,True,1.0,1.0,0.0,100.80645161290323,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-04-23,31,0,False,True,1.0,1.0,0.0967741935483871,110.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-04-29,31,0,False,True,1.0,1.0,0.06451612903225806,100.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-05-07,31,0,False,True,1.0,1.0,0.0,115.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-05-14,31,0,False,True,1.0,1.0,0.03225806451612903,76.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-05-21,31,0,False,True,1.0,1.0,0.0,91.83870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-05-28,31,0,False,True,1.0,1.0,0.0,121.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-06-04,31,0,False,True,1.0,1.0,0.0,96.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-06-11,31,0,False,True,1.0,1.0,0.22580645161290322,100.03225806451613,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-06-18,31,0,False,True,1.0,1.0,0.22580645161290322,80.41935483870968,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-06-25,31,0,False,True,1.0,1.0,0.22580645161290322,94.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-07-02,31,0,False,True,1.0,1.0,0.0,72.12903225806451,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-07-09,31,0,False,True,1.0,1.0,0.0,87.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-07-16,31,0,False,True,1.0,1.0,0.03225806451612903,88.58064516129032,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-07-23,31,0,False,True,1.0,1.0,0.0967741935483871,88.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-07-30,31,0,False,True,1.0,1.0,0.06451612903225806,86.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-08-06,31,0,False,True,1.0,1.0,0.0,73.51612903225806,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-08-13,31,0,False,True,1.0,1.0,0.0,94.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-08-20,31,0,False,True,1.0,1.0,0.0,103.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-08-27,31,0,False,True,1.0,1.0,0.03225806451612903,107.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-09-03,31,0,False,True,1.0,1.0,0.0,141.19354838709677,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-09-10,31,0,False,True,1.0,1.0,0.0,117.70967741935483,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-09-17,31,0,False,True,1.0,1.0,0.0,128.51612903225808,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-09-24,31,0,False,True,1.0,1.0,0.0,130.29032258064515,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-10-01,31,0,False,True,1.0,1.0,0.0,137.1290322580645,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-10-08,31,0,False,True,1.0,1.0,0.06451612903225806,85.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-10-15,31,0,False,True,1.0,1.0,0.03225806451612903,91.48387096774194,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-10-22,31,0,False,True,1.0,1.0,0.03225806451612903,124.87096774193549,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-10-29,31,0,False,True,1.0,1.0,0.03225806451612903,114.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-11-05,31,0,False,True,1.0,1.0,0.0967741935483871,123.83870967741936,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-11-12,31,0,False,True,1.0,1.0,0.06451612903225806,128.58064516129033,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-11-19,31,0,False,True,1.0,1.0,0.03225806451612903,84.48387096774194,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-11-26,31,0,False,True,1.0,1.0,0.0,94.19354838709677,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-12-03,31,0,False,True,1.0,1.0,0.03225806451612903,82.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-12-10,31,0,False,True,1.0,1.0,0.0,86.06451612903226,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-12-17,31,0,False,True,1.0,1.0,0.0,74.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-12-24,31,0,False,True,1.0,1.0,0.0,72.96774193548387,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2021-12-30,31,0,False,True,1.0,1.0,0.0,80.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-01-07,31,0,False,True,1.0,1.0,0.0,87.45161290322581,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-01-14,31,0,False,True,1.0,1.0,0.0,74.16129032258064,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-01-21,31,0,False,True,1.0,1.0,0.0,101.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-01-26,31,0,False,True,1.0,1.0,0.0,98.7741935483871,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-02-11,31,0,False,True,1.0,1.0,0.0,113.29032258064517,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-02-18,31,0,False,True,1.0,1.0,0.0,101.45161290322581,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-02-25,31,0,False,True,1.0,1.0,0.0,118.38709677419355,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-03-04,31,0,False,True,1.0,1.0,0.0967741935483871,94.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-03-11,31,0,False,True,1.0,1.0,0.0,113.09677419354838,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-03-18,31,0,False,True,1.0,1.0,0.0,102.35483870967742,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-03-25,31,0,False,True,1.0,1.0,0.0967741935483871,103.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-04-01,31,0,False,True,1.0,1.0,0.0,115.64516129032258,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-04-08,31,0,False,True,1.0,1.0,0.0,116.0,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-04-15,31,0,False,True,1.0,1.0,0.03225806451612903,112.48387096774194,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-04-22,31,0,False,True,1.0,1.0,0.03225806451612903,106.90322580645162,P1,False
high_confidence_31_subpool_reference,C_risk_aware_retention_constrained_quota_31,31,2022-04-29,31,0,False,True,1.0,1.0,0.0,106.70967741935483,P1,False
